id,created_at,text
5.01143E+17,17-08-2014 23:07,"Check the temp, Rovell. No bathwater here! #ALSIceBucketChallenge #icewaterplunge Donate at http://t.co/806x6xRpx5"
"https://t.co/boAryLZBlA""",,
5.01083E+17,17-08-2014 19:08,"Yes, I saw @darrenrovell @DwyaneWade and @derekfisher challenge me and yes I will take the challenge! #IceBucketChallenge today."
5.00043E+17,14-08-2014 22:13,Haha!! @darrenrovell #imsure
5.0004E+17,14-08-2014 22:04,For the record @darrenrovell @samanthahoopes @Fanatics I call BS on ur challenge I saw NO ICE!#bathwater #wedontbelieveu #uneedmorepeople HA
4.9973E+17,14-08-2014 01:31,#Ferguson http://t.co/uEYd0wWJtb
4.99683E+17,13-08-2014 22:24,This is @DrinkBODYARMOR athlete @sydneyleroux after playing on turf! #ProtectTheAthlete #USWNT http://t.co/e5NhMgwkCq http://t.co/5jFpl12L8j
4.97759E+17,08-08-2014 14:57,I like the traffic today @tysonbeckdesign  gives me more time to think about everyone that says we r finished #ShookOnes
4.97756E+17,08-08-2014 14:48,405 drive for a training session  #mobbdeep #theinfamous #survivalofthefittest lets go
4.95785E+17,03-08-2014 04:17,Spoke with @Paul_George24  devastating injury to say the least but he has my full support on twitter and off #here4U
4.91063E+17,21-07-2014 03:31,@S_Universal u better! Next year #rematch
4.91062E+17,21-07-2014 03:27,@yaz_jazz I'm shocked if @espn puts me in the top ten of anything! Haha #jokesjokes
4.91061E+17,21-07-2014 03:24,I WAS in the home run derby @CountOn24 and was AWFUL! Not one homer! My kids looked mortified ha had to redeem myself when the game started
4.91052E+17,21-07-2014 02:46,Haha yes indeed @LawyerMilloy #bugSquished
4.91048E+17,21-07-2014 02:31,The only reason I hit that homer is because of @LawyerMilloy no doubt about it! #coaching #philwho #thankU
4.9104E+17,21-07-2014 02:01,Great time at @RSherman_25's #BlanketCoverage softball game with @drinkBodyArmor supporting &amp; hydrating our athletes. http://t.co/wmzCxxQvxC
4.90628E+17,19-07-2014 22:43,RT @SybrinaFulton: Trayvon Martin peace walk &amp; talk w/@kobebryant...thanks for the support Kobe #weremembertrayvonmartin #westandwithLA httâ€¦
4.90243E+17,18-07-2014 21:11,â€œSport has the power to change the world. It has the power to inspire. It has the power to uniteâ€¦ http://t.co/sqjB9paDyu
4.89298E+17,16-07-2014 06:39,Well done @Trouty20 !! #AllStarGame @DrinkBODYARMOR #armorUp
4.89064E+17,15-07-2014 15:09,Happy bday @ariannahuff #pioneer #gamechanger #thrive
4.88813E+17,14-07-2014 22:31,Tipping my hat. Paying my #RE2PECT. #differentanimalsamebeast 
"http://t.co/4lmQwhjAKV""",,
4.88439E+17,13-07-2014 21:44,â€œ@yaz_jazz: Alteast Germany helped Kobe's knee.. For that we are greatful.â€ Now that's funny hahaha!!!
4.88437E+17,13-07-2014 21:38,Congrats #Germany well deserved! Amazing goal to win the #WorldCup #respect
4.87357E+17,10-07-2014 22:07,Just finished a training session. My Black Mamba T has been autographed in sweat by @drinkbodyarmorâ€¦ http://t.co/KmmsCCaUIn
4.87008E+17,09-07-2014 23:00,heading to #kobeacademy Will do media before opening camp remarks #diffwritersamequestion #yawn Ha
4.87006E+17,09-07-2014 22:49,Should be a great final! #GermanyvsArgentina #worldcup
4.86964E+17,09-07-2014 20:02,Game time #MessiMamba #turkishairlines #selfiewar
4.86608E+17,08-07-2014 20:31,Germany=Surgeons on the pitch #respect #WorldCup #greatness
4.85226E+17,05-07-2014 00:59,A porrada no @neymarjr Ã© um exemplo pÃ©ssimo e sem classe de como competir #copadomundo #neymarjr #pensamentoseoraÃ§Ãµes
4.85122E+17,04-07-2014 18:06,"Happy #4thofJuly, my fellow Americans. And a special #thanku to the servicemen and women that continue to fight for our freedom. #USA"
4.84411E+17,02-07-2014 18:59,RT @Lakers: Help this Lakers fan make the @MLB All-Star Game!! It's time to #VotePuig up to 35 times here: http://t.co/Z9aMuEaYgT http://t.â€¦
4.84201E+17,02-07-2014 05:06,"Casting my #WNBABallot for @DianaTaurasi, voting ends tonight. #LadyMamba"
4.84104E+17,01-07-2014 22:37,Well done #USMNT made our country proud #USsoccerOntheRISE #WorldBWarned
4.84099E+17,01-07-2014 22:17,Let's go!!! #USMNT
4.84073E+17,01-07-2014 20:34,RT @DrinkBODYARMOR: Let's do this fellas! #USA #USA #USA http://t.co/eyEcuYUy3j
4.84055E+17,01-07-2014 19:26,RT @RSherman_25: @kobebryant is IN for my Softball Game on 7/20 Tix almost sold out here http://t.co/J3cFiXtdaY #RS25SOFTBALL #BETHERE httpâ€¦
4.84037E+17,01-07-2014 18:13,On this day 18yrs ago the hornets told me right after they drafted me that they had no use for me and were going to trade me #thanku #lakers
4.8331E+17,29-06-2014 18:05,#Robben is a beast!  #Mexico played phenomenal all #worldcup  Great match @nikefootball
4.83303E+17,29-06-2014 17:36,#MuroOchoa
4.83296E+17,29-06-2014 17:09,Amazing goal @OficialGio !! #mexicovsnetherlands
4.82967E+17,28-06-2014 19:23,.@neymarjr PressÃ£o? Que pressÃ£o? #Arrisquetudo @nikefootball Julio Cesar #instantlegend http://t.co/lpCGFfUnXN
4.82319E+17,27-06-2014 00:26,Welcome Home @J30_RANDLE from one legendary institution to one epic franchise #LakersDraft
4.82266E+17,26-06-2014 20:56,#TBT Chapter One: The #NBADraft. The journey starts now for you all. Enjoy the ride #CarpeDiem http://t.co/lEHrUVJFOR
4.82221E+17,26-06-2014 17:56,On to the next! #USMNT #focus
4.82191E+17,26-06-2014 15:59,Let's go #USMNT #USAvGER @DrinkBODYARMOR
4.82159E+17,26-06-2014 13:49,Great to have u on the @DrinkBODYARMOR team @sydneyleroux #upgradeyoursportsdrink #ladymamba #beastNcleats
4.82132E+17,26-06-2014 12:03,They would be more than welcome to wear the Golden Armor #lakers #upgrade @DrinkBODYARMOR #nbaFA
4.81904E+17,25-06-2014 20:59,@DrinkBODYARMOR announcement tmr. ANOTHER amazing athlete upgrading their sports drink #vitamins #potassium #2XmoreElectrolytes  #ladymamba
4.81867E+17,25-06-2014 18:29,â€œ@RoCountsOnKobe: #MessiMambaâ€ that's a good Ha #VinoLeo
4.81463E+17,24-06-2014 15:46,Pirlo e Balo! #forzaazzurri  #WorldCup #acmilan
4.81189E+17,23-06-2014 21:36,Mira Como juega Mexico!! #WorldCup #MEXICOvsCROACIA
4.80858E+17,22-06-2014 23:40,YES!!!!!! #USNMT
4.80408E+17,21-06-2014 17:52,#ARGvsIRN #LEO
4.79297E+17,18-06-2014 16:19,Obrigado #Brasil pelo amor. Boa sorte nos prÃ³ximos jogos da Copa! @neymarjr @davidluiz_4 @rami7oficial @ThiagosilvaReal @nikefootball
4.79297E+17,18-06-2014 16:18,Vista linda da Lagoa do Banana pertinho de #Fortaleza #Brasil. Obrigado @nikefootball pela experiencia incrivel! http://t.co/Kot19IeF4y
4.7901E+17,17-06-2014 21:18,OCHOA!! Incredible #mexico #worldcup
4.78964E+17,17-06-2014 18:16,Brazil Vs Mexico!! #worldcup #arrisquetudo @nikeFootball http://t.co/OazSyRByvo
4.78659E+17,16-06-2014 22:04,BEAST MODE @clint_dempsey #USMNT #NIKEfootball
4.78646E+17,16-06-2014 21:10,RT @DrinkBODYARMOR: Who's Ready for Battle?#UpgradeYourSportsDrink #USA http://t.co/6we3QsTgqK
4.78618E+17,16-06-2014 19:18,RT @SeppBlatter: Fantastic to meet @kobebryant at Arena Fonte Nova for #GER #POR. He loves football. Plays too! http://t.co/cHsWuSJWWX httpâ€¦
4.78317E+17,15-06-2014 23:25,LEO Genio
4.7826E+17,15-06-2014 19:35,Thank you all for your Happy Father's Day wishes! HFD to all the dads of the world
4.77951E+17,14-06-2014 23:10,Ballooo!!! E adesso la difesa deve mantenere #ForzaAzzurri
4.77947E+17,14-06-2014 22:52,Dovrebbe essere 2-1! Bella prova @FinallyMario #ForzaAzzurri
4.77943E+17,14-06-2014 22:35,ITALIA!!!!! #ForzaItalia
4.77832E+17,14-06-2014 15:16,Moqueca E Bobo De Camarao. Jantar de ontem Ã  noite. #Copa2014 #Salvador http://t.co/j9SFVKTN3T
4.77689E+17,14-06-2014 05:47,Congrats to the @LAKings-bringing another championship banner to @StaplesCenter #BecauseItsTheCup #champs #motivation http://t.co/jnUixyzdYo
4.77537E+17,13-06-2014 19:44,Holanda X Espanha. Aqui vamos nÃ³s! #Copa2014 #Salvador http://t.co/QOls8UhdXb
4.76073E+17,09-06-2014 18:48,Thanks @YouTube. Discrimination has no place in sports - what matters is what we do on the court. #AnAthleteIsAnAthlete #ProudToPlay
4.74934E+17,06-06-2014 15:22,Pro and college players should be allowed to CHOOSE what sports drink hydrates them the best and notâ€¦ http://t.co/y4tlZBlGEv
4.74682E+17,05-06-2014 22:39,RT @solvehealthcare: Launching @NantHealthUK  at @NHSC_conference today - http://t.co/xNXaHkNiqK http://t.co/IOGV3ZCq2i
4.7351E+17,02-06-2014 17:00,RT @DrinkBODYARMOR: Proud to Welcome @RSherman_25 to the @DrinkBODYARMOR Team!  LINK: http://t.co/ElwR5HFJRO #UpgradeYourSportsDrink http:/â€¦
4.72495E+17,30-05-2014 21:48,"RT @mileskathleen: The richest man in American medicine seeks to forge a ""cognitive revolution"" http://t.co/CkXEd4ITXy @solvehealthcare"
4.69601E+17,22-05-2014 22:09,The #Magista for one of the worldâ€™s best playmakers. Go make some magic @AndresIniesta8. @NikeFootball https://t.co/HHZeJjWXrB
4.6881E+17,20-05-2014 17:47,My thoughts and prayers continue to be with those affected in the mining disaster in Soma
4.64156E+17,07-05-2014 21:33,Congrats on the #upgrade my brotha!!! Beyond deserved  @drinkbodyarmor   if u need anymore productâ€¦ http://t.co/S6jJrfcmws
4.6281E+17,04-05-2014 04:24,#TMT lets go.
4.61693E+17,01-05-2014 02:25,https://t.co/d8tzrT8W3d @nikefootball #Magista
4.61675E+17,01-05-2014 01:14,RT @TheFutureMDR: #bringbackourgirls! http://t.co/6DeO29QdSd
4.61249E+17,29-04-2014 21:02,Bravo Silver
4.60938E+17,29-04-2014 00:24,Carter V season begins #carterV http://t.co/hYz4Eq4022
4.60809E+17,28-04-2014 15:55,No. He should not continue owning the clippers. #nochance #noway #nohow
4.60799E+17,28-04-2014 15:14,In times like this is where we need to appreciate the Buss family!! #DrB #Jeanie #Jimmy #thankyou #LakerNation
4.60472E+17,27-04-2014 17:34,Best of luck this summer @Pirlo_Official http://t.co/JeKFklLhHq #riskeverything @nikefootball
4.60468E+17,27-04-2014 17:17,RT @TheFutureMDR: Locked and fully loaded for recovery. Best sports drink ever! #upgradeyoursportsdrink cc @drinkbodyarmor @kobebryant httpâ€¦
4.60184E+17,26-04-2014 22:31,I couldn't play for him
4.5686E+17,17-04-2014 18:19,Special #nikefc delivery. Guess this means I'm in the club too @neymarjr! http://t.co/famAvoE28p
4.56577E+17,16-04-2014 23:37,My fav @DrinkBODYARMOR as of now @stayceewin would have to be grape!
4.56572E+17,16-04-2014 23:17,4/21/14 the training begins! Nutrition. Hydration. Focus #factsonly #upgradeyoursportsdrink #lakersâ€¦ http://t.co/WdfS3e39ri
4.56536E+17,16-04-2014 20:53,S*** season. Flush it. Forget it #amnesia Next Season will be epic #blackout #bussfam
4.56135E+17,15-04-2014 18:21,"RT @SportsCenter: 67 years ago today, Jackie Robinson broke MLB's color barrier.  #JackieRobinsonDay Â» http://t.co/NW6WjqryS9"
4.5549E+17,13-04-2014 23:39,RT @Trouty20: Congrats to @bubbawatson on winning The Masters !! #SoSick
4.55489E+17,13-04-2014 23:33,drinkbodyarmor's photo http://t.co/r7OBI9JJQX
4.49766E+17,29-03-2014 04:33,@KILLAishere #twittertainment
4.49762E+17,29-03-2014 04:15,@stayceewin yes we did. Hope everyone is safe
4.49759E+17,29-03-2014 04:04,@__B__J it did that long ago
4.49758E+17,29-03-2014 04:02,@Swaggy_T_3 maybe a lil lol
4.49758E+17,29-03-2014 04:01,@T_Scott_11 yea yea.. Not looking good right now. Ville D is tough
4.49754E+17,29-03-2014 03:44,I have Kentucky winning it in my bracket #Wildcats
4.49754E+17,29-03-2014 03:43,@faridshabazz ok. last time. It wasn't about Trayvon. I've supported him and his family publicly and will continue to do so #fight4equality
4.49743E+17,29-03-2014 03:00,@Gobbydigital I know haha I'm 217 now. Will get back on the court training n a few weeks most likely #strictdiet
4.49742E+17,29-03-2014 02:58,Thank u @calball4life for the clarity. I didn't know that when I wrote it #thankutweet #sarcasm
4.49741E+17,29-03-2014 02:54,@MiguelJAngel_ every march
4.4974E+17,29-03-2014 02:49,This is NCAA. Easier to watch #kentuckyvslouisville
4.49719E+17,29-03-2014 01:25,This is game is hard to watch
4.49713E+17,29-03-2014 01:02,@ILEADSOFOLLOW I know man..I know
4.49712E+17,29-03-2014 00:59,@helloitsmariaaa not a chance
4.49712E+17,29-03-2014 00:57,Critical or not. We've had a ton of convo the last few days about a BIG issue. That's always a good thing. Luv to ALL who tweeted thoughts
4.49708E+17,29-03-2014 00:43,@SLICE2423 brutal.
4.49695E+17,28-03-2014 23:52,One more time for the tweeting impaired  this is NOT about legal debate or sides It's about equality on ALL fronts #colorblind #genderblind
4.49569E+17,28-03-2014 15:30,"RT @keithboykin: Just found out @kobebryant posted this on Instagram on July 15 last year, 2 days after Zimmerman was acquitted. http://t.câ€¦"
4.49359E+17,28-03-2014 01:33,RT @rolandsmartin: .@kobebryant wanted to hear my position &amp; I wanted to hear his. I see nothing wrong with that. Debate/discussion is goodâ€¦
4.4935E+17,28-03-2014 00:59,@rolandsmartin I enjoyed it immensely! Looking fwd to more. We can all take diff path but our destination of racial equality is the same
4.49341E+17,28-03-2014 00:25,@rolandsmartin GREAT convo about progressing culture thru convo and diff points of view. Combative conversation only breeds confrontation
4.49301E+17,27-03-2014 21:45,I'm a fall back now.. I have a marketing brief to go thru plus I don't want keyboard warriors catchin feelings #itsjusttwitterdog #vinoout
4.493E+17,27-03-2014 21:39,â€œ@ChiIlGawd: @kobebryant so are you part of team tank bro ?â€ Twitter isn't twitter without tweets like these #twitterSpam
4.49299E+17,27-03-2014 21:37,@MJCANDANCE @shanowa @LakerfanDiehard now THAT would be good tv haha don't get it twisted @SHAQ  was a force we have never seen #alphaduo
4.49299E+17,27-03-2014 21:35,@DugsiDropout how should I do that? I can't tweet with an accent! jk got much luv for u all
4.49298E+17,27-03-2014 21:33,@DonPEscobar both have great potential. Id mentor either one
4.49298E+17,27-03-2014 21:32,@ChrisHs22 yes. Next season
4.49295E+17,27-03-2014 21:19,"@xlakersx_rakshu @MagicMarkee ""real people respect me fake people want beef coz they know that's the only way we ever gonna speak.."" -jay"
4.49293E+17,27-03-2014 21:14,@xlakersx_rakshu hmm.. Hard to say was thinking about watching zona play in Anaheim but will prob lay low
4.49293E+17,27-03-2014 21:11,@AirParker24 lil bit. I swear it's more time consuming building a company then it is training but yea I watch #BracketBusted
4.4929E+17,27-03-2014 21:02,@BigSean_Boiiii Trayvon . Thank u sir. Rushing and writing.. Appreciate the call out
4.49289E+17,27-03-2014 20:58,@LakerfanDiehard Jeanie and Jimmy both have their strengths that they will use TOGETHER to get us back to the top #lakerfam #united
4.49265E+17,27-03-2014 19:21,"@BDiesel37 maybe.. U have ur opinion, I have mine. Nothing wrong with disagreeing"
4.49264E+17,27-03-2014 19:18,@KentBazemore20 @DrinkBODYARMOR thx chief now get a damn win tonight plz!!!!!
4.4925E+17,27-03-2014 18:23,Travon Martin was wronged THATS my opinion and thats what I believe the FACTS showed. The system did not work #myopinion #tweetURthoughts
4.49242E+17,27-03-2014 17:52,@sivartgreen @mdotDC Don't demand equality if you are unwilling to give it #myopinion
4.49038E+17,27-03-2014 04:19,Had a great time with my partners Lance and Repole sharing @drinkbodyarmor vision with haralambosbevâ€¦ http://t.co/EVBSSUuymh
4.4899E+17,27-03-2014 01:09,"RT @DrinkBODYARMOR: BODYARMOR leaders @KobeBryant, Mike Repole &amp; Lance Collins link for a strategy meeting today #UpgradeYourSportsDrink htâ€¦"
4.48618E+17,26-03-2014 00:28,RT @kaaredskin: @kobebryant @DrinkBODYARMOR my girls representing at a soccer tournament!! #UpgradeYourSportsDrink http://t.co/S80h3MlpAK
4.48269E+17,25-03-2014 01:22,RT @KashK318: #TimeForChange #UpgradeYourSportsDrink @kobebryant @DrinkBODYARMOR http://t.co/iSzwvP1NtI
4.48261E+17,25-03-2014 00:52,RT @DrinkBODYARMOR: @stayceewin check out our store locator or order online at http://t.co/PC7KpUGW8s!
4.4826E+17,25-03-2014 00:50,Thank u @Trouty20 I'm excited to be a part of this industry shift with @DrinkBODYARMOR #UpgradeYourSportsDrink #NaturalUpgrade
4.48173E+17,24-03-2014 19:02,@britnyarian @Yaron_broman awsome glad to hear music to my ears #UpgradeYourSportsDrink
4.4817E+17,24-03-2014 18:49,@CutonDime25 @DrinkBODYARMOR absolutely!! Bout time the sports drink category got an #upgrade #LiquidRevolution Ha
4.48164E+17,24-03-2014 18:25,@RobGronkowski @DrinkBODYARMOR haha! Thank you fam! You guys r the future!! #FutureIsNow #UpgradeYourSportsDrink
4.47955E+17,24-03-2014 04:37,I believe in innovation that will help athletes train and perform at their best.  Finally we have aâ€¦ http://t.co/pKLWSaTqUG
4.4637E+17,19-03-2014 19:39,Download the premiere episode From Dusk Till Dawn directed by my man  @Rodriguez  #FromDuskTillDawn  https://t.co/Z3rhgEY93o
4.46123E+17,19-03-2014 03:16,@JeanieBuss #bleedpurple #bleedgold #lakers4life
4.43841E+17,12-03-2014 20:10,Thank you for all the support. 7months to get back And answer this challenge #healthy #training #nutrition #bodyarmor
4.4384E+17,12-03-2014 20:04,â€œ@mcten: New blog post: Kobe finally proving to be human http://t.co/p8StSRk4gjâ€.    #thankyou
4.42722E+17,09-03-2014 18:02,Consider Thomas Edison dominated. The Kobe Light Bulb. #madebykobe http://t.co/jRf1AM7FC9
4.41833E+17,07-03-2014 07:09,Misery = Motivation  #thanku #urwelcome
4.41783E+17,07-03-2014 03:51,#SwaggyUnchained @jordanchill43 on the edit @nickswagypyoung as  Django #pregame http://t.co/CqxbdMBLwY
4.41289E+17,05-03-2014 19:07,Ever wonder what legendary sounds like? Introducing the Kobe Piano. #madebykobe http://t.co/UzFg61e8sO
4.40912E+17,04-03-2014 18:09,"The Kobe Piano, The Kobe Pen, Kobe Kobe Beef, The Kobe Light Bulb #madebykobe http://t.co/qn0EW23vgv"
4.40009E+17,02-03-2014 06:22,Time has wings my brotha. Your game pushed my then 21 year old self to play beyond my years. Yourâ€¦ http://t.co/icAE0GHYUz
4.39878E+17,01-03-2014 21:41,My collection of masterpieces just hit a crescendo of domination #madebykobe http://t.co/fRtkGzyGhv
4.38515E+17,26-02-2014 03:26,Stoked about deepening innovation partnership with Lenovo! #challengenormal #mwc2014
4.38471E+17,26-02-2014 00:31,The Champ @MuhammadAli on twitter. #rumbleyoungmanrumble
4.36619E+17,20-02-2014 21:51,Not cool with @SteveBlake5 being gone AT ALL One of my closest teammates and psycho competitor GS picked up gem #smartmove
4.34852E+17,16-02-2014 00:50,@Jferrer2408 was that a funny?? Ha maybe I will enter next yr
4.34849E+17,16-02-2014 00:36,@nbarocksstc hmm.... #thinkinboutit
4.34847E+17,16-02-2014 00:28,Watching @TurnerSportsEJ and the crew do this #allstarchallenge is hilarious Not a good case for nba players being the best athletes!  HA
4.34547E+17,15-02-2014 04:36,#QueenMamba ladyvb24 Celebrate the one you love #myvalentine happy valentines day to all #blessings http://t.co/zIdClCf1Rl
4.33844E+17,13-02-2014 06:05,Happy birthday Mr Russell. Thank you for all of your wisdom and the amount of time you have taken toâ€¦ http://t.co/nkF8VnP1UP
4.33049E+17,11-02-2014 01:24,On my Nike set with the champ rsherman_25 #differentanimalSamebeast http://t.co/zspy26Y2ER
4.32932E+17,10-02-2014 17:42,Major shout to @sagekotsenburg  @Jme_Anderson   #snowboardGold #usa #SochiStomped
4.32676E+17,10-02-2014 00:42,"Tonight, watch @BillClinton, @AllysonFelix, @TheRealMattKemp &amp; myself discuss why kids in sports is so important. http://t.co/EbHUre01p2"
4.3128E+17,06-02-2014 04:14,What a game! #seriously #fab4 #whitemamba
4.29775E+17,02-02-2014 00:37,"#USWNT highlights @sydneyleroux @AbbyWambach followed by @katyperry film ""part of me"" #proudpappa chillin with my babies #musesformijas"
4.2833E+17,29-01-2014 00:52,"RT @NikeLA: LA artists, itâ€™s your turn to create a #masterpiece. A Kobe Prelude Pack is on the line. Here are the rules: http://t.co/YyjN5Hâ€¦"
4.28308E+17,28-01-2014 23:27,Dr Pat and Cancer: https://t.co/MAN4mWKBH0  #nanthealth #changetheworld
4.28242E+17,28-01-2014 19:02,#kobeix #picassomuse #masterpiece http://t.co/1erilaH6nv
4.27931E+17,27-01-2014 22:26,Happy Birthday to the greatest owner of All Time #jerrybuss
4.25119E+17,20-01-2014 04:15,Broncos V Seahawks thought 18 was done.. Ha #legend #vino #familiar
4.25095E+17,20-01-2014 02:37,Just landed. Need to get brought up to speed on #NFLPlayoffs
4.25093E+17,20-01-2014 02:30,@KingJames appreciate the luv my brotha! #respect #shoegamevicious
4.24047E+17,17-01-2014 05:14,Learn. Learn. Learn. thank you #BC #internationalmarketing  Education never stops.
4.23513E+17,15-01-2014 17:50,Great day w/ @BillClinton talking about why kids in sports is so important. Watch ESPN2 on 2/9 for more #ProjectPlay http://t.co/DQXG2pPMZd
4.23244E+17,15-01-2014 00:05,â€œ@solvehealthcare: What an amazing conference - #healthmatters2014â€. #changetheworld #savelives #amazing
4.20708E+17,08-01-2014 00:05,"We want smart funny entertaining.. Sports marketing creative.. U.S, brazil, Russia.. #ask4followGetNofollow #justbU #thinkGlobal #ourworld"
4.19578E+17,04-01-2014 21:15,New follow system comin.. 2 much clutter as it is #twitnoise
4.18264E+17,01-01-2014 06:12,Happy New Year. Health and Happiness to you all  #14&gt;13
4.13848E+17,20-12-2013 01:47,Thank you my fellow nba brothers for all the luv and support #Respect
4.13809E+17,19-12-2013 23:13,#BrokenNotBeaten
4.11177E+17,12-12-2013 16:51,"A ""Global"" African American is an inferior shade to ""American"" African Americans?? #hmm..  that doesn't sound very #Mandela or #DrKing sir"
4.10561E+17,11-12-2013 00:05,My goodness it feels good to be back and playing! Easy to take it all for granted.. God I LOVE playing this game #blessed
4.09776E+17,08-12-2013 20:05,Gotham's Reckoning #zimmer #muse
4.06108E+17,28-11-2013 17:12,Family and Health.  Supporters and Haters. Muses and Inspiration .. #thankyou Happy Thanksgiving
4.05557E+17,27-11-2013 04:40,Btw lakers have max cap space and then some #mitchissharp #bussfamsharp #lakers
4.05556E+17,27-11-2013 04:35,Don't just learn ur sport .. Learn the sports industry #futureathletes
4.05553E+17,27-11-2013 04:25,"The cap rules players have to be ""selfless"" on To ""help"" BILLIONAIRE owners R the same cap rules the owners LOCKED US out to put in #think"
4.05407E+17,26-11-2013 18:44,Thank you @Georgetown and Yates Field House for letting me use your facility! Much appreciated  #Hoyas #blackout
4.05016E+17,25-11-2013 16:51,#Laker4Life http://t.co/1hqyMllnoy
4.00279E+17,12-11-2013 15:07,#PrayForThePhilippines #heartbroken
3.98705E+17,08-11-2013 06:53,#vinoblanco
3.9776E+17,05-11-2013 16:20,#blackout  #bearhunt
3.96851E+17,03-11-2013 04:07,Pls Honor the late great Bill Sharman by visiting http://t.co/Ya4owWvGcX #celticgreat #lakerlegend #RIP
3.8871E+17,11-10-2013 16:58,Dropped 5lbs in a day #getinshape #nutrition
3.85113E+17,01-10-2013 18:46,Domino effect. I stole some of his..this generation stole some of mine #thecycle
3.85063E+17,01-10-2013 15:26,12th
3.79118E+17,15-09-2013 05:41,17years #TBE #Dali #2good congrats on another day at the office @FloydMayweather #vino
3.77629E+17,11-09-2013 03:07,Big night for U.S  #worldcup #USMNT congrats!!
3.77279E+17,10-09-2013 03:54,RT @bbarnes30: @kobebryant please RT this! It's an awesome story well deserving of espn publicity! U could help! #ESPNforMarissa http://t.câ€¦
3.77242E+17,10-09-2013 01:27,Great Flow  #Eagles . #keepfocus 1gm doesn't make a season but its a damn good start !
3.77208E+17,09-09-2013 23:11,@iTalkLakers hell yea!!
3.77053E+17,09-09-2013 12:56,@serenawilliams dominates them all! #saynomore congrats sis!!!
3.76781E+17,08-09-2013 18:55,Congrats to @dawnstaley @GaryPayton_20  and the great Oscar!! #HoF
3.76367E+17,07-09-2013 15:29,"RT @DaniAlvesD2: Viva a independÃªncia do Brasil, na ordem e no progresso, o processo Ã© lento, mas, verÃ¡s que o filho teu nÃ£o foge a luta nuâ€¦"
3.75868E+17,06-09-2013 06:27,â€œ@23RAMZ23: â€œ@BestOfNike: Kobe haters be like.. http://t.co/DI6KGYd4a6â€ &lt;~~~ #NumbersDontLie 
"cc: @kobebryantâ€ #afrodaze #indeed""",,
3.75867E+17,06-09-2013 06:25,P. Manning! Welcome to  #vinoclub with @jtimberlake @FloydMayweather
3.75399E+17,04-09-2013 23:24,@jumalian it was a lemon when we bought it. There's a reason why it's not in my garage #notsafe #lemon
3.74732E+17,03-09-2013 03:14,@CHansen15 remember #noexcuses don't be good. Be great! Be epic!  #mambamind
3.74372E+17,02-09-2013 03:24,This is why I partner with Lenovo #lead #inspire #standingO http://t.co/3gHXY9eyYc
3.74256E+17,01-09-2013 19:41,Messi. #saynomore
3.74246E+17,01-09-2013 19:01,Watching barca v Valencia con mi hija #calcio #sportyprincess
3.74054E+17,01-09-2013 06:19,John Williams + Julie Andrews at the Hollywood Bowl = Mastery #muse #legends
3.73993E+17,01-09-2013 02:18,Family date night! #sunset #vinoheli #vinovine https://t.co/CVU5OySfUH
3.73276E+17,30-08-2013 02:47,If I can run. I can jump #justdoit #40+ #vinovine https://t.co/CcH3eUCJfl
3.73221E+17,29-08-2013 23:09,I'm doin a #vinovine tonight!! #countonit
3.73134E+17,29-08-2013 17:25,@ChaniRubin the idea is to be great at whatever you are doing whenever you r doing it. Be completely present in the task ur performing
3.73118E+17,29-08-2013 16:20,"@ChaniRubin was michelangelo not a sculptor? Whatever ur ""job"" is, do it to the best of your ability! #simple"
3.72866E+17,28-08-2013 23:39,Wish I was there @paugasol !!
3.72857E+17,28-08-2013 23:01,@paugasol Barca! Campeon de Supercopa!! @Njr92 @DaniAlvesD2
3.72834E+17,28-08-2013 21:33,â€œ@_NotoriousTRE: @kobebryant Kobe hashtags don't work on punctuation loooooooolâ€ #Duh
3.72832E+17,28-08-2013 21:22,@Ras_the_xhorter imagine that!! Vino done for season from krumping #!!! Haha
3.7283E+17,28-08-2013 21:15,Watchin step up revolution with my babies #vinokrumping vs #mambatwerk lol
3.72565E+17,28-08-2013 03:43,"â€œ@MeriLovesLA: @kobebryant so what's the deal Kobe, are u making a Vine or not? :)â€ YUP"
3.72383E+17,27-08-2013 15:41,"RT @therealjohnwoz: @FloydMayweather @kobebryant #kobe&amp;floyd the best of the best, tenacious champions that show that age is not a factor. â€¦"
3.7225E+17,27-08-2013 06:49,"Send me the best vines so I can get a feel of how to use it .Funny, sports, Just no talkin cats or ish like that plz #mambaaintgottime4that"
3.72245E+17,27-08-2013 06:31,#vinovinetwerk Now that's just about the funniest sh*t I've heard all year!!! Hahaha #notAchanceNhell hahaha
3.72243E+17,27-08-2013 06:23,â€œ@MarkJPangan: Can you make a twerking vine? RTâ€  #?????? #losturmind lol
3.72241E+17,27-08-2013 06:16,I think I may open up a vine #vinovine
3.72227E+17,27-08-2013 05:18,Thank you @MelodyMcC for the time to break down the biz! Incredible vision!! #ladymambas check out @StyleSeat
3.72006E+17,26-08-2013 14:41,Congrats @jtimberlake. #differentanimalsamebeast
3.70981E+17,23-08-2013 18:48,Thank you all for the love!!!! #35yearVino  #TimehasWings #Blessed #carpediem #cuspbaby #LeoVirgo #lottahashtags! #myBday #deal #;D
3.70258E+17,21-08-2013 18:54,"Happy Bday to @Jmeeks20 aka ""get buckets!"""
